show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s5166;TV Show;Requiem;;Lydia Wilson, Joel Fry, Brendan Coyle, James Frecheville, Claire Rushbrook, Joanna Scanlan, Pippa Haywood, Tara Fitzgerald, Richard Harrington, Sian Reese-Williams;United Kingdom;23/03/2018;2018;TV-MA;1 Season;British TV Shows, International TV Shows, TV Dramas;In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town.
s5167;Movie;Resident Evil: Afterlife;Paul W.S. Anderson;Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller;Germany, France, United States, Canada, United Kingdom;01/01/2020;2010;R;97 min;Action & Adventure, Horror Movies, Sci-Fi & Fantasy;The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap.
s5168;Movie;Residente;René Pérez Joglar;René Pérez Joglar;United States;01/01/2018;2017;TV-MA;97 min;Documentaries, Music & Musicals;The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.
s5169;Movie;Residue;Merawi Gerima;Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara;United States;17/09/2020;2020;TV-MA;90 min;Dramas, Independent Movies;A young screenwriter returns to his hometown to write a script based on his childhood and discovers his neighborhood has been gentrified.
s5171;Movie;Restless Creature: Wendy Whelan;Linda Saffire, Adam Schlesinger;Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett;United States;26/09/2017;2016;TV-MA;94 min;Documentaries;After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.
s5172;Movie;Results;Andrew Bujalski;Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer, Tishuan Scott;United States;22/10/2015;2015;R;105 min;Comedies, Independent Movies;After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.
s5173;Movie;Resurface;Josh Izenberg, Wynn Padula;;United States;01/09/2017;2017;TV-MA;28 min;Documentaries, Sports Movies;A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.
s5175;Movie;Retablo;Álvaro Delgado-Aparicio L.;Junior Béjar Roca, Amiel Cayo, Magaly Solier, Hermelinda Luján, Mauro Chuchón, Claudia Solís, Coco Chiarella;Peru, Germany, Norway;30/07/2020;2017;TV-MA;102 min;Dramas, International Movies;High in the Andes, a teenage boy and his father work together as artisans. But their bond is shattered when the son learns of his father's secret life.
s5176;TV Show;Retribution;;Georgina Campbell, Joe Dempsie, Adrian Edmondson, Steve Evets, Laura Fraser, Julie Graham, John Lynch, Gary Lewis, Juliet Stevenson, Joanna Vanderham;United Kingdom;30/01/2018;2016;TV-MA;1 Season;British TV Shows, Crime TV Shows, International TV Shows;A dark web of secrets and lies emerges when a newlywed couple is killed and detectives question their feuding families.
s5177;Movie;Return of the Prodigal Son;Youssef Chahine;Majida El Roumi, Souheir El Morshidy, Shoukry Sarhan, Huda Sultan, Mahmoud El Meleigy, Ahmad Mehrez, Hesham Selim;Egypt;19/06/2020;1976;TV-MA;124 min;Dramas, International Movies;Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations.
s5178;Movie;Return To The 36th Chamber;Chia-Liang Liu;Gordon Liu, Lung Wei Wang, Hou Hsiao, Lun Hua, Yeong-mun Kwon, Kara Hui, Szu-Chia Chen, Tsui Ling Yu, Wei Hao Teng, Gong Shih;Hong Kong;16/08/2018;1980;R;97 min;Action & Adventure, Comedies, International Movies;When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks.
s5180;TV Show;Revenge;;Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit;;02/05/2019;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;After a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge.
s5181;Movie;Revenge of the Green Dragons;Andrew Lau Wai-Keung, Andrew Loo;Ray Liotta, Justin Chon, Kevin Wu, Harry Shum Jr., Eugenia Yuan, Leonard Wu, Jin Auyeung, Jon Kit Lee, Shuya Chang, Geoff Pierson;Hong Kong, United States;21/07/2018;2014;R;95 min;Action & Adventure, Dramas, Independent Movies;In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill.
s5183;Movie;Revenger;Lee Seung-won;Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon;South Korea;15/01/2019;2018;TV-MA;102 min;Action & Adventure, International Movies;Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.
s5186;Movie;Revolt;Joe Miale;Lee Pace, Bérénice Marlohe, Jason Flemyng, Sibulele Gcilitshana, Wandile Molebatsi, Sekoati Sk Tsubane, Leroy Gopal, Welile Nzunza, Patrick Bakoba, Tom Fairfoot;United Kingdom;31/03/2018;2017;R;87 min;Action & Adventure, Sci-Fi & Fantasy;Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside.
s5188;TV Show;Revolutionary Love;;Choi Si-won, Kang So-ra, Gong Myoung;South Korea;01/06/2020;2017;TV-MA;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows;A third-generation chaebol falls in love with a woman who opens his eyes to the struggles of the working class and inspires him to make a difference.
s5189;Movie;Revolutionary Road;Sam Mendes;Leonardo DiCaprio, Kate Winslet, Kathy Bates, Michael Shannon, Kathryn Hahn, David Harbour, Dylan Baker, Richard Easton, Zoe Kazan, Jay O. Sanders, Max Casella;United States, United Kingdom;01/11/2019;2008;R;120 min;Dramas, Romantic Movies;"April and Frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness."
s5193;Movie;Rhys Nicholson Live at the Athenaeum;Thomas Toby Parkinson;Rhys Nicholson;United Kingdom;20/12/2020;2020;TV-MA;66 min;Stand-Up Comedy;Rhys Nicholson flexes his biting humor as he discusses horse tranquilizers, angry letters from viewers, and more in this stand-up special.
s5194;TV Show;Rhythm + Flow;;Cardi B, Chance The Rapper, T.I.;United States;09/10/2019;2019;TV-MA;1 Season;Reality TV;In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.
s5195;TV Show;Rica, Famosa, Latina;;;United States;26/04/2019;2016;TV-MA;4 Seasons;International TV Shows, Reality TV, Spanish-Language TV Shows;This reality series follows the lives of a group of wealthy, successful Latina women in Los Angeles.
s5196;Movie;Ricardo O'Farrill Abrazo Genial;Raúl Campos, Jan Suter;Ricardo O'Farrill;Mexico;22/01/2016;2016;TV-MA;92 min;Stand-Up Comedy;Ricardo O'Farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery.
s5197;Movie;Ricardo O'Farrill: Abrazo navideño;Raúl Campos, Jan Suter;"Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres, Marissa ""Chabe"" Lozano";Mexico;12/12/2016;2016;TV-MA;31 min;Stand-Up Comedy;The expressive Ricardo O'Farrill uses his astute comedic sensibilities to tease Christmas traditions, and not even Santa Claus escapes unscathed.
s5198;Movie;Ricardo Quevedo: Hay gente así;Raúl Campos, Jan Suter;Ricardo Quevedo;Colombia;24/01/2018;2018;TV-MA;59 min;Stand-Up Comedy;Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more.
s5199;Movie;Ricardo Quevedo: Los amargados somos más;Fernando Ayllón;Ricardo Quevedo;;03/04/2019;2019;TV-MA;59 min;Stand-Up Comedy;From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.
s5201;Movie;Richard Pryor: Live in Concert;Jeff Margolis;Richard Pryor;United States;01/12/2016;1979;TV-MA;79 min;Stand-Up Comedy;Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself.
s5203;Movie;Ricky Gervais: Humanity;John L. Spencer;Ricky Gervais;United Kingdom;13/03/2018;2018;TV-MA;79 min;Stand-Up Comedy;In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.
s5207;Movie;Right Here Right Now;Jakob Lass;Niklas Bruhn, David Schütter, Tinka Furst, Corinna Harfouch, Bela B. Felsenheimer, Martina Schöne-Radunski, Mathias Bloech, Tanna Barthel, Felix Maria Zeppenfeld, Kalle Schwensen;Germany;16/06/2019;2018;TV-MA;91 min;Comedies, Dramas, Independent Movies;The owner of a failing music club throws one last blowout, bringing together friends, foes and hard-partying weirdos for an unhinged New Year's Eve.
s5208;Movie;Righteous Kill;Jon Avnet;Robert De Niro, Al Pacino, 50 Cent, Carla Gugino, John Leguizamo, Donnie Wahlberg, Brian Dennehy, Trilby Glover;United States;01/06/2019;2008;R;101 min;Dramas, Thrillers;Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars.
s5213;Movie;Riot;John Lyde;Matthew Reese, Dolph Lundgren, Danielle Chuchran, Chuck Liddell, Michael Flynn, Renny Grames, Eve Mauro, Melanie Stone, Michaela McAllister, Amy Sturdivant;;01/01/2020;2015;TV-MA;88 min;Action & Adventure;Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life.
s5216;TV Show;Ripper Street;;Matthew Macfadyen, Jerome Flynn, Adam Rothenberg, David Wilmot, MyAnna Buring, David Dawson, Amanda Hale, Charlene McKenna, Jonathan Barnwell, Clive Russell;United Kingdom, Ireland;08/09/2017;2017;TV-MA;5 Seasons;British TV Shows, Crime TV Shows, TV Dramas;It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course.
s5217;TV Show;Rise of Empires: Ottoman;;Charles Dance, Cem Yi?it Üzümo?lu, Tommaso Basili, Birkan Sokullu, Osman Sonant, Tolga Tekin, Damla Sönmez, Ushan Çak?r, ?layda Akdo?an;;24/01/2020;2020;TV-MA;1 Season;Docuseries;Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
s5218;Movie;Rise of the Zombie;Devaki Singh, Luke Kenny;Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani;India;15/12/2017;2013;TV-MA;83 min;Horror Movies, International Movies;A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.
s5221;Movie;Rising High;Cüneyt Kaya;David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla;Germany;17/04/2020;2020;TV-MA;95 min;Dramas, International Movies;Ready to do anything to get rich, a young man upends the Berlin property market with his shady pal, till the good times threaten to destroy it all.
s5222;Movie;Rising Phoenix;;;United Kingdom;26/08/2020;2020;PG-13;107 min;Documentaries, International Movies, Sports Movies;Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence.
s5223;TV Show;Rita;;Mille Dinesen, Carsten Bjørnlund, Lise Baastrup, Nikolaj Groth, Ellen Hillingsø, Morten Vang Simonsen, Lykke Sand Michelsen, Carsten Norgaard, Sara Hjort Ditlevsen, Alexandre Willaume;Denmark;15/08/2020;2020;TV-MA;5 Seasons;International TV Shows, TV Comedies, TV Dramas;Independent, outspoken and adored by her students, schoolteacher Rita fares less well with adults in this comedy-drama from Denmark.
s5224;Movie;Rivaaz;Ashok Nanda;Deepti Naval, Vijay Raaz, Meghna Naidu, Saadhika Randhawa, Ritisha Vijayvargya, Manoj Biddvai, Sayaji Shinde, Reema Lagoo;India;01/11/2017;2011;TV-MA;107 min;Dramas, Independent Movies, International Movies;In a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders.
s5226;Movie;River's Edge;Isao Yukisada;Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa;Japan;02/03/2019;2018;TV-MA;118 min;Dramas, International Movies;High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably.
s5228;Movie;Rize;David LaChapelle;Tommy the Clown, Tight Eyez;United States, United Kingdom;01/10/2020;2005;PG-13;87 min;Documentaries;"This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles."
s5229;Movie;Road To High & Low;Shigeaki Kubo;Takanori Iwata, Nobuyuki Suzuki, Keita Machida, Akira, Sho Aoyagi, Keiji Kuroki, Yuki Yamada, Masataka Kubota, Kento Hayashi, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Takahiro, Hiroomi Tosaka, Tatsuya Nakamura, Arata Iura;Japan;20/09/2020;2016;TV-MA;94 min;Action & Adventure, International Movies;Three inseparable friends are torn when one of them becomes a member of a predatory criminal syndicate threatening to overpower his old friends' gang.
s5233;Movie;Road Trip: Beer Pong;Steve Rash;Nestor Aaron Absera, Julianna Guill, Preston Jones, Julia Levy-Boeken, Danny Pudi, Michael Trotter, Daniel Newman, DJ Qualls;United States;01/01/2020;2009;R;97 min;Comedies;When three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey.
s5234;Movie;Rob Schneider: Asian Momma, Mexican Kids;Tyler Spindel;Rob Schneider;United States;11/08/2020;2020;TV-MA;44 min;Stand-Up Comedy;"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special."
s5239;TV Show;Robotech;;Jean-Claude Ballard, Gregory Snegoff, Cam Clarke, Melissa Newman, Tony Oliver, Larry Abraham, Robert Axelrod, Robert V. Barron;United States, Japan;01/10/2016;1985;TV-MA;1 Season;Anime Series;When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress.
s5241;Movie;Rocco;Thierry Demaizière, Alban Teurlai;Rocco Siffredi;France;01/09/2017;2016;TV-MA;103 min;Documentaries, International Movies;Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.
s5246;Movie;Rocky Handsome;Nishikant Kamat;John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur;India;17/02/2017;2016;TV-MA;119 min;Action & Adventure, International Movies;A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
s5250;Movie;Rocky V;John G. Avildsen;Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison, Sage Stallone, Burgess Meredith, Tony Burton;United States;01/08/2019;1990;PG-13;104 min;Dramas, Sports Movies;Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer.
s5251;Movie;Rodney Carrington: Here Comes the Truth;Brandon Jones;Rodney Carrington;United States;03/10/2017;2017;TV-MA;66 min;Stand-Up Comedy;Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.
s5252;Movie;Rodney King;Spike Lee;Roger Guenveur Smith;United States;28/04/2017;2017;TV-MA;53 min;Dramas;Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.
s5253;Movie;Roger Corman's Death Race 2050;G.J. Echternkamp;Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson;United States;17/01/2017;2017;R;93 min;Action & Adventure, Sci-Fi & Fantasy;In this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America.
s5254;Movie;Rogue City;Olivier Marchal;Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal;France;30/10/2020;2020;TV-MA;116 min;Dramas, International Movies, Thrillers;Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.
s5255;Movie;Rogue Warfare;Mike Gunther;Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang;United States;28/03/2020;2019;R;103 min;Action & Adventure;An elite international squad of uniquely skilled special forces is assembled to combat a rising underground terrorist threat in the Middle East.
s5256;Movie;Rogue Warfare: The Hunt;Mike Gunther;Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang;United States;01/08/2020;2020;R;104 min;Action & Adventure;When their leader is captured by an extremist organization, a special forces team stages a perilous rescue mission as time runs out.
s5257;Movie;Roh's Beauty;Sameh Abdulaziz;Haifa Wehbe, Bassem Samra, Mohamed Lotfy, Ahmed Fathy, Nagua Fouad, Ahlam Al-Gritly, Karim El Abnoudi, Salah Abdullah, Hakim, Usha;Egypt;19/04/2019;2014;TV-MA;98 min;Dramas, International Movies;Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner.
s5258;Movie;Roll Red Roll;Nancy Schwartzman;;United States;08/08/2019;2018;TV-MA;80 min;Documentaries;This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight.
s5259;Movie;Roll With Me;;;United States;01/12/2018;2017;TV-MA;90 min;Documentaries, Sports Movies;Backed by a crew of unlikely allies, newly sober paraplegic Gabriel Cordell teams up with his nephew for a grueling wheelchair trek across America.
s5260;Movie;Rolling Papers;Mitch Dickman;;United States, Uruguay;08/09/2017;2015;TV-MA;79 min;Documentaries;As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture.
s5261;Movie;Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;Martin Scorsese;Bob Dylan, Allen Ginsberg, Joan Baez, Patti Smith, Roger McGuinn, Sam Shepard, Sharon Stone, Joni Mitchell, Scarlet Rivera, Ramblin' Jack Elliott, Ronnie Hawkins, Anne Waldman, Ronee Blakley;United States;12/06/2019;2019;TV-MA;142 min;Documentaries, Music & Musicals;In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention.
s5262;Movie;ROMA;Alfonso Cuarón;Yalitza Aparicio, Marina de Tavira;Mexico, United States;14/12/2018;2018;R;135 min;Dramas, Independent Movies, International Movies;Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s.
s5263;TV Show;Roman Empire: Reign of Blood;;Sean Bean, Aaron Jakubenko, Edwin Wright, Mike Edward, Genevieve Aitken, John Bach, Tai Berdinner-Blades, Jared Turner, Andrew Foster, Calum Gittins, Shane Bartle, Ella Becroft, Lisa Chappell, Emma Fenton, Phil Brown, Carl Bland, Adam Gardiner;Canada, United States;05/04/2019;2019;TV-MA;3 Seasons;Docuseries;This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.
s5264;Movie;Romance Doll;Yuki Tanada;Issey Takahashi, Yuu Aoi, Kenta Hamano, Toko Miura, Koji Ohkura, Pierre Taki, Eri Watanabe, Kitaro;Japan;24/07/2020;2020;TV-MA;124 min;Dramas, International Movies, Romantic Movies;Love came naturally for married couple Sonoko and Tetsuo. But his secret profession as a love doll designer clashes with her deeper, darker secret.
s5270;Movie;Romina;Diego Cohen;Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete;Mexico;13/07/2018;2018;TV-MA;75 min;Horror Movies, Independent Movies, International Movies;A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.
s5271;Movie;Ron White: If You Quit Listening, I'll Shut Up;Tom Forrest;Ron White;United States;16/10/2018;2018;TV-MA;63 min;Stand-Up Comedy;Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.
s5272;Movie;Ronnie Coleman: The King;Vlad Yudin;Ronnie Coleman;United States;25/10/2018;2018;TV-MA;93 min;Documentaries;Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals.
s5273;Movie;Ronny Chieng: Asian Comedian Destroys America!;Sebastian DiNatale;Ronny Chieng;United States;17/12/2019;2019;TV-MA;63 min;Stand-Up Comedy;"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more."
s5275;Movie;Room;Lenny Abrahamson;Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster;Ireland, Canada, United Kingdom, United States;19/07/2018;2015;R;118 min;Dramas, Independent Movies;Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.
s5276;TV Show;Room 2806: The Accusation;Jalil Lespert;;France;07/12/2020;2020;TV-MA;1 Season;Crime TV Shows, Docuseries, International TV Shows;This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn at the height of his career.
s5277;Movie;Room for Rent;Matthew Atkinson;Brett Gelman, Mark Little, Carla Gallo, Stephnie Weir, Patrick J. Adams, Mark McKinney;Canada;01/03/2019;2017;TV-MA;89 min;Comedies, Independent Movies;To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant.
s5283;Movie;Rory Scovel Tries Stand-Up for the First Time;Scott Moran;Rory Scovel;United States;20/06/2017;2017;TV-MA;66 min;Stand-Up Comedy;"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song."""
s5284;TV Show;Rosario Tijeras;;Bárbara de Regil, José María de Tavira, Antonio Gaona, Hernán Mendoza, Vanessa Bauche, Christian Vasquez, José Sefami, Ariel López Padilla;Mexico;20/05/2019;2018;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.
s5286;Movie;Rosemary's Baby;Roman Polanski;Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin;United States;01/11/2019;1968;R;137 min;Classic Movies, Horror Movies, Thrillers;A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.
s5288;TV Show;Rotten;;;United States;04/10/2019;2019;TV-MA;2 Seasons;Docuseries, Science & Nature TV;This docuseries travels deep into the heart of the food supply chain to reveal unsavory truths and expose hidden forces that shape what we eat.
s5289;Movie;Rounders;John Dahl;Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge;United States;01/11/2019;1998;R;121 min;Dramas;"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days."
s5291;Movie;Roxanne Roxanne;Michael Larnell;Chanté Adams, Mahershala Ali, Nia Long, Elvis Nolasco, Kevin Phillips, Shenell Edmonds;United States;23/03/2018;2018;TV-MA;100 min;Dramas;"She grew up in a tough New York neighborhood in the '80s and made history with ""Roxanne's Revenge."" The story of teen battle rap champ Roxanne Shante."
s5295;TV Show;Rugal;;Choi Jin-hyuk, Park Sung-woong, Cho Dong-hyuk, Jung Hye-in, Han Ji-wan, Park Sun-ho, Kim Min-sang;South Korea;29/03/2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, Korean TV Shows;A police detective who loses everything to a criminal organization seeks payback when he gains special abilities through biotechnology.
s5297;Movie;Rukh;Atanu Mukherjee;Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra;India;01/04/2018;2017;TV-MA;103 min;Dramas, Independent Movies, International Movies;Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths.
s5298;Movie;Rumble;R. Ellis Frazier;Gary Daniels, Luis Gatica, Sissi Fleitas, Eddie J. Fernandez, Fabián López, Justin Nesbitt, Pedro Rodman Rodriguez;Mexico;15/09/2017;2016;TV-MA;92 min;Action & Adventure, Independent Movies;An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob.
s5299;Movie;Rumble in the Bronx;Stanley Tong;Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit;Hong Kong;01/11/2019;1995;R;89 min;Action & Adventure, Comedies, International Movies;During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.
s5300;Movie;Rumor Has It;Rob Reiner;Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel;United States, Germany, Australia;01/08/2019;2005;PG-13;97 min;Comedies, Romantic Movies;"When Sarah travels to California for her sister's wedding, she hears a rumor that her family was the real-life inspiration for ""The Graduate."""
s5302;TV Show;Run On;;Yim Si-wan, Shin Sae-kyeong, Choi Soo-young, Kang Tae-oh, Park Yeong-gyu, Cha Hwa-yeon, Lee Bong-ryeon, Ryu Abell, Seo Jae-hee, Yeon Je-wook, Choi Jae-hyun, Lee Jeong-ha, Park Sung-jun, Lee Hwang-eui, Lee Shin-ki, Kim Dong-yeong, Kim Si-eun, Kim Si-young;South Korea;17/12/2020;2020;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life.
s5309;Movie;Rush: Beyond the Lighted Stage;Sam Dunn, Scot McFadyen;;Canada;15/02/2017;2010;TV-MA;107 min;Documentaries, Music & Musicals;Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution.
s5310;Movie;RUSSELL BRAND: RE:BIRTH;Chris Howe;Russell Brand;;04/12/2018;2018;TV-MA;63 min;Stand-Up Comedy;Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
s5311;Movie;Russell Howard: Recalibrate;Peter Orton;Russell Howard;United Kingdom;19/12/2017;2017;TV-MA;69 min;Stand-Up Comedy;Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive.
s5314;Movie;Russell Peters: Almost Famous;Dave Higby;Russell Peters;United States;07/10/2016;2016;TV-MA;73 min;Stand-Up Comedy;The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.
